Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) THP from IP Exploris FAIMS,Area THP from IP Exploris FAIMS,#Peptides,#Unique,#Spec THP from IP Exploris FAIMS,PTM,Avg. Mass,Description
909,715,Q16651|PRSS8_HUMAN,96.84,22,22,2.9999E7,6,6,6,,36431,Prostasin OS=Homo sapiens OX=9606 GN=PRSS8 PE=1 SV=1
675,567,Q9Y5H8|PCDA3_HUMAN,96.65,11,11,3.4695E5,9,2,11,Carbamidomethylation; Pyro-glu from Q,102428,Protocadherin alpha-3 OS=Homo sapiens OX=9606 GN=PCDHA3 PE=2 SV=1
669,546,Q9UN74|PCDA4_HUMAN,96.44,14,14,5.8361E6,9,3,11,Deamidation (NQ); Pyro-glu from Q,102293,Protocadherin alpha-4 OS=Homo sapiens OX=9606 GN=PCDHA4 PE=1 SV=1
680,596,Q9UN75|PCDAC_HUMAN,96.40,10,10,4.0193E6,9,4,11,Deamidation (NQ); Pyro-glu from Q,101652,Protocadherin alpha-12 OS=Homo sapiens OX=9606 GN=PCDHA12 PE=2 SV=1
412,1034,A0A075B6Q5|HV364_HUMAN,96.37,49,49,1.4975E7,18,2,27,Carbamidomethylation; Carbamylation; Formylation; Carbamidomethylation (DHKE  X@N-term); Ubiquitin; 3 more,12891,Immunoglobulin heavy variable 3-64 OS=Homo sapiens OX=9606 GN=IGHV3-64 PE=3 SV=1
592,558,Q14764|MVP_HUMAN,96.37,14,14,7.3935E7,10,10,14,Acetylation (N-term); Deamidation (NQ),99327,Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4
631,640,P00748|FA12_HUMAN,96.34,16,16,1.8863E7,8,8,13,Acetylation (N-term); Deamidation (NQ); Carbamidomethylation; Methylation(KR); Ethanolation (C); Pyro-carbamidomethyl,67792,Coagulation factor XII OS=Homo sapiens OX=9606 GN=F12 PE=1 SV=3
503,1301,A0A0J9YVY3|HV741_HUMAN,96.14,38,38,3.0163E6,9,3,23,Carbamidomethylation; Pyro-glu from Q; Mutation,12849,Immunoglobulin heavy variable 7-4-1 OS=Homo sapiens OX=9606 GN=IGHV7-4-1 PE=3 SV=1
638,576,P23528|COF1_HUMAN,96.13,66,66,2.3803E7,11,10,13,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation,18502,Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3
235,842,Q7Z3Y9|K1C26_HUMAN,95.98,13,13,5.3519E5,11,2,57,Oxidation (M); Deamidation (NQ); Ammonia-loss (N); 2-amino-3-oxo-butanoic_acid; Carbamylation; 5 more,51911,Keratin  type I cytoskeletal 26 OS=Homo sapiens OX=9606 GN=KRT26 PE=1 SV=2
723,657,Q5VUB5|F1711_HUMAN,95.97,13,13,1.8313E7,7,7,10,Oxidation (M); Deamidation (NQ); Formylation,97854,Protein FAM171A1 OS=Homo sapiens OX=9606 GN=FAM171A1 PE=1 SV=1
698,540,P27824|CALX_HUMAN,95.96,27,27,2.1891E7,10,10,11,Oxidation (M); Carbamidomethylation,67568,Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2
558,520,Q99574|NEUS_HUMAN,95.89,29,29,2.5039E7,9,9,16,Oxidation (M); Deamidation (NQ); Pyro-glu from Q,46427,Neuroserpin OS=Homo sapiens OX=9606 GN=SERPINI1 PE=1 SV=1
689,509,Q16851|UGPA_HUMAN,95.83,25,25,3.5113E7,9,9,11,,56940,UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5
523,553,P07737|PROF1_HUMAN,95.73,64,64,4.5865E7,9,9,18,Oxidation (M); Deamidation (NQ); Pyro-carbamidomethyl,15054,Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2
677,586,Q13228|SBP1_HUMAN,95.62,23,23,1.4258E7,9,9,11,Carbamidomethylation; Pyro-glu from Q; Mutation,52391,Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1 PE=1 SV=2
753,620,A6ND91|ASPD_HUMAN,95.60,44,44,2.1855E7,8,8,9,Oxidation (M); Carbamidomethylation; Pyro-glu from Q,29946,Putative L-aspartate dehydrogenase OS=Homo sapiens OX=9606 GN=ASPDH PE=1 SV=2
874,608,Q15833|STXB2_HUMAN,95.60,14,14,7.8261E6,5,5,6,Carbamidomethylation,66453,Syntaxin-binding protein 2 OS=Homo sapiens OX=9606 GN=STXBP2 PE=1 SV=2
858,656,O14818|PSA7_HUMAN,95.21,33,33,1.3164E7,7,7,7,,27887,Proteasome subunit alpha type-7 OS=Homo sapiens OX=9606 GN=PSMA7 PE=1 SV=1
537,708,Q9UM54|MYO6_HUMAN,95.14,15,15,1.7077E7,13,13,17,Oxidation (M); Carbamidomethylation; Methylation(KR),149691,Unconventional myosin-VI OS=Homo sapiens OX=9606 GN=MYO6 PE=1 SV=4
591,503,P50991|TCPD_HUMAN,94.79,21,21,1.1833E7,8,6,14,Oxidation (M); Carbamidomethylation,57924,T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4
627,822,Q04828|AK1C1_HUMAN,94.64,29,29,8.0947E5,7,1,13,Oxidation (M); Carbamidomethylation; Pyro-glu from Q,36788,Aldo-keto reductase family 1 member C1 OS=Homo sapiens OX=9606 GN=AKR1C1 PE=1 SV=1
478,638,Q7Z4W1|DCXR_HUMAN,94.61,43,43,7.4277E7,12,12,21,Acetylation (N-term); Oxidation (M); Carbamidomethylation; Carbamylation,25913,L-xylulose reductase OS=Homo sapiens OX=9606 GN=DCXR PE=1 SV=2
634,469,P13489|RINI_HUMAN,94.59,27,27,1.4024E7,8,8,13,Carbamidomethylation,49974,Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2
744,645,Q14574|DSC3_HUMAN,94.53,9,9,2.3213E7,6,6,9,Deamidation (NQ),99969,Desmocollin-3 OS=Homo sapiens OX=9606 GN=DSC3 PE=1 SV=3
752,663,P60953|CDC42_HUMAN,94.43,42,42,2.6936E7,6,5,9,Carbamidomethylation; Pyro-glu from Q,21259,Cell division control protein 42 homolog OS=Homo sapiens OX=9606 GN=CDC42 PE=1 SV=2
789,677,Q9UKM7|MA1B1_HUMAN,94.23,14,14,1.0929E7,7,7,8,Oxidation (M); Pyro-glu from Q,79580,Endoplasmic reticulum mannosyl-oligosaccharide 1 2-alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN1B1 PE=1 SV=2
707,531,Q15149|PLEC_HUMAN,94.07,2,2,1.9043E7,9,4,10,Acetylation (N-term); Deamidation (NQ); Carbamidomethylation,531796,Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3
710,537,P22735|TGM1_HUMAN,94.06,16,16,9.5722E6,10,10,10,Oxidation (M),89787,Protein-glutamine gamma-glutamyltransferase K OS=Homo sapiens OX=9606 GN=TGM1 PE=1 SV=4
550,624,P12830|CADH1_HUMAN,94.05,13,13,1.4431E7,10,10,16,Oxidation (M); Carbamidomethylation,97456,Cadherin-1 OS=Homo sapiens OX=9606 GN=CDH1 PE=1 SV=3
835,901,P61088|UBE2N_HUMAN,94.05,33,33,1.1516E7,5,5,7,,17138,Ubiquitin-conjugating enzyme E2 N OS=Homo sapiens OX=9606 GN=UBE2N PE=1 SV=1
567,647,P61586|RHOA_HUMAN,93.97,29,29,3.9395E6,8,1,16,Oxidation (M); Carbamidomethylation,21768,Transforming protein RhoA OS=Homo sapiens OX=9606 GN=RHOA PE=1 SV=1
678,655,P10768|ESTD_HUMAN,93.82,43,43,1.2668E7,6,6,11,Oxidation (M); Deamidation (NQ); Carbamidomethylation,31463,S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2
517,914,Q16777|H2A2C_HUMAN,93.60,36,36,5.2833E6,8,2,18,,13988,Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=HIST2H2AC PE=1 SV=4
517,915,Q6FI13|H2A2A_HUMAN,93.60,35,35,5.2833E6,8,2,18,,14095,Histone H2A type 2-A OS=Homo sapiens OX=9606 GN=HIST2H2AA3 PE=1 SV=3
517,924,P20671|H2A1D_HUMAN,93.60,35,35,5.2833E6,8,2,18,,14107,Histone H2A type 1-D OS=Homo sapiens OX=9606 GN=H2AC7 PE=1 SV=2
517,920,Q99878|H2A1J_HUMAN,93.60,36,36,5.2833E6,8,2,18,,13936,Histone H2A type 1-J OS=Homo sapiens OX=9606 GN=H2AC14 PE=1 SV=3
517,921,Q96KK5|H2A1H_HUMAN,93.60,36,36,5.2833E6,8,2,18,,13906,Histone H2A type 1-H OS=Homo sapiens OX=9606 GN=HIST1H2AH PE=1 SV=3
517,922,Q9BTM1|H2AJ_HUMAN,93.60,36,36,5.2833E6,8,2,18,,14019,Histone H2A.J OS=Homo sapiens OX=9606 GN=H2AFJ PE=1 SV=1
517,923,P0C0S8|H2A1_HUMAN,93.60,35,35,5.2833E6,8,2,18,,14091,Histone H2A type 1 OS=Homo sapiens OX=9606 GN=H2AC11 PE=1 SV=2
837,539,Q15113|PCOC1_HUMAN,93.57,20,20,3.2027E7,7,7,7,Carbamidomethylation,47973,Procollagen C-endopeptidase enhancer 1 OS=Homo sapiens OX=9606 GN=PCOLCE PE=1 SV=2
671,559,Q99832|TCPH_HUMAN,93.38,31,31,1.5871E7,10,10,11,Oxidation (M); Carbamidomethylation; Pyro-glu from Q,59367,T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2
690,550,P50135|HNMT_HUMAN,93.32,34,34,3.505E7,8,8,11,Carbamidomethylation; Lysine oxidation to aminoadipic semialdehyde,33295,Histamine N-methyltransferase OS=Homo sapiens OX=9606 GN=HNMT PE=1 SV=1
749,625,Q8NHP1|ARK74_HUMAN,93.31,21,21,,7,0,9,Oxidation (M); Carbamidomethylation; Pyro-glu from Q; Ubiquitin,36970,Aflatoxin B1 aldehyde reductase member 4 OS=Homo sapiens OX=9606 GN=AKR7L PE=2 SV=7
681,867,P10451|OSTP_HUMAN,93.18,29,29,2.3766E7,7,7,11,Oxidation (M),35423,Osteopontin OS=Homo sapiens OX=9606 GN=SPP1 PE=1 SV=1
526,791,A0A0B4J1V6|HV373_HUMAN,93.07,57,57,1.2034E7,12,5,19,Carbamidomethylation; Carbamylation; Formylation; Mutation,12858,Immunoglobulin heavy variable 3-73 OS=Homo sapiens OX=9606 GN=IGHV3-73 PE=3 SV=1
889,890,P16035|TIMP2_HUMAN,92.81,31,31,7.1518E6,5,5,6,Deamidation (NQ); Carbamidomethylation,24399,Metalloproteinase inhibitor 2 OS=Homo sapiens OX=9606 GN=TIMP2 PE=1 SV=2
645,946,Q99969|RARR2_HUMAN,92.73,39,39,5.7713E7,8,8,13,Deamidation (NQ); Carbamidomethylation; Carbamylation,18618,Retinoic acid receptor responder protein 2 OS=Homo sapiens OX=9606 GN=RARRES2 PE=1 SV=1
553,547,P11586|C1TC_HUMAN,92.65,18,18,2.1357E7,11,11,16,Carbamidomethylation,101559,C-1-tetrahydrofolate synthase  cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=3
666,639,P01023|A2MG_HUMAN,92.63,7,7,2.0467E7,8,5,11,Acetylation (N-term); Carbamidomethylation; Mutation,163290,Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3
885,731,Q96PX8|SLIK1_HUMAN,92.47,16,16,6.1628E6,5,5,6,Deamidation (NQ); Carbamidomethylation,77735,SLIT and NTRK-like protein 1 OS=Homo sapiens OX=9606 GN=SLITRK1 PE=1 SV=2
609,659,P08134|RHOC_HUMAN,92.39,27,27,1.8539E6,8,1,14,Carbamidomethylation,22006,Rho-related GTP-binding protein RhoC OS=Homo sapiens OX=9606 GN=RHOC PE=1 SV=1
646,599,Q14894|CRYM_HUMAN,92.34,32,32,2.1752E7,9,9,13,Oxidation (M),33776,Ketimine reductase mu-crystallin OS=Homo sapiens OX=9606 GN=CRYM PE=1 SV=1
506,927,P04908|H2A1B_HUMAN,92.23,35,35,1.3517E6,8,2,19,,14135,Histone H2A type 1-B/E OS=Homo sapiens OX=9606 GN=H2AC4 PE=1 SV=2
506,929,Q7L7L0|H2A3_HUMAN,92.23,35,35,1.3517E6,8,2,19,,14121,Histone H2A type 3 OS=Homo sapiens OX=9606 GN=HIST3H2A PE=1 SV=3
506,928,Q93077|H2A1C_HUMAN,92.23,35,35,1.3517E6,8,2,19,,14105,Histone H2A type 1-C OS=Homo sapiens OX=9606 GN=HIST1H2AC PE=1 SV=3
1025,1214,Q92597|NDRG1_HUMAN,92.15,14,14,6.9485E6,3,3,4,Oxidation (M); Carbamidomethylation; Pyro-glu from Q,42835,Protein NDRG1 OS=Homo sapiens OX=9606 GN=NDRG1 PE=1 SV=1
636,1543,P02746|C1QB_HUMAN,91.94,10,10,4.2797E7,8,8,13,Acetylation (N-term); Acetylation (K); Deamidation (NQ); Carbamidomethylation; Ubiquitination; Glycidamide adduct,26722,Complement C1q subcomponent subunit B OS=Homo sapiens OX=9606 GN=C1QB PE=1 SV=3
712,594,O00533|NCHL1_HUMAN,91.81,10,10,1.592E7,9,9,10,Deamidation (NQ); Carbamidomethylation,135071,Neural cell adhesion molecule L1-like protein OS=Homo sapiens OX=9606 GN=CHL1 PE=1 SV=4
604,611,Q07837|SLC31_HUMAN,91.60,24,24,6.1404E7,9,9,14,Deamidation (NQ),78852,Neutral and basic amino acid transport protein rBAT OS=Homo sapiens OX=9606 GN=SLC3A1 PE=1 SV=2
642,685,P21266|GSTM3_HUMAN,91.59,38,38,1.8247E7,9,7,13,Carbamidomethylation,26560,Glutathione S-transferase Mu 3 OS=Homo sapiens OX=9606 GN=GSTM3 PE=1 SV=3
539,674,P62820|RAB1A_HUMAN,91.41,45,45,9.4452E6,13,6,17,Acetylation (N-term); Oxidation (M); Pyro-glu from Q,22678,Ras-related protein Rab-1A OS=Homo sapiens OX=9606 GN=RAB1A PE=1 SV=3
873,698,P16066|ANPRA_HUMAN,91.35,7,7,1.0812E7,5,5,6,Carbamidomethylation,118919,Atrial natriuretic peptide receptor 1 OS=Homo sapiens OX=9606 GN=NPR1 PE=1 SV=1
693,724,P03973|SLPI_HUMAN,91.19,52,52,7.6235E7,6,6,11,Oxidation (M); Carbamidomethylation; Pyro-carbamidomethyl,14326,Antileukoproteinase OS=Homo sapiens OX=9606 GN=SLPI PE=1 SV=2
665,872,P06702|S10A9_HUMAN,91.19,68,68,1.287E8,9,9,12,,13242,Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1
607,563,Q9Y696|CLIC4_HUMAN,91.03,49,49,1.4708E7,8,7,14,Acetylation (N-term); Oxidation (M); Deamidation (NQ); Carbamidomethylation,28772,Chloride intracellular channel protein 4 OS=Homo sapiens OX=9606 GN=CLIC4 PE=1 SV=4
528,534,P05546|HEP2_HUMAN,90.96,16,16,2.1826E7,9,9,18,Carbamidomethylation; Pyro-glu from Q,57071,Heparin cofactor 2 OS=Homo sapiens OX=9606 GN=SERPIND1 PE=1 SV=3
802,769,P40926|MDHM_HUMAN,90.55,22,22,1.0665E7,7,7,8,Carbamidomethylation,35503,Malate dehydrogenase  mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3
771,1345,Q969E1|LEAP2_HUMAN,90.55,26,26,2.9466E7,6,6,9,Carbamidomethylation,8814,Liver-expressed antimicrobial peptide 2 OS=Homo sapiens OX=9606 GN=LEAP2 PE=1 SV=1
838,574,P30038|AL4A1_HUMAN,90.37,14,14,8.0915E6,6,6,7,,61720,Delta-1-pyrroline-5-carboxylate dehydrogenase  mitochondrial OS=Homo sapiens OX=9606 GN=ALDH4A1 PE=1 SV=3
673,837,Q02083|NAAA_HUMAN,90.37,18,18,1.5365E7,6,6,11,Deamidation (NQ); Pyro-glu from E,40066,N-acylethanolamine-hydrolyzing acid amidase OS=Homo sapiens OX=9606 GN=NAAA PE=1 SV=3
758,566,Q14515|SPRL1_HUMAN,90.37,19,19,1.3638E7,8,8,9,Oxidation (M); Carbamidomethylation; Carboxymethyl,75208,SPARC-like protein 1 OS=Homo sapiens OX=9606 GN=SPARCL1 PE=1 SV=2
639,602,P61160|ARP2_HUMAN,90.31,26,26,1.709E7,9,9,13,Oxidation (M); Deamidation (NQ); Carbamidomethylation,44761,Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=1
755,687,Q96DA0|ZG16B_HUMAN,90.06,30,30,8.3743E7,6,6,9,Amidation; Mutation,22739,Zymogen granule protein 16 homolog B OS=Homo sapiens OX=9606 GN=ZG16B PE=1 SV=3
676,664,P49411|EFTU_HUMAN,90.05,17,17,1.4107E7,7,7,11,Deamidation (NQ),49542,Elongation factor Tu  mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2
624,684,P21281|VATB2_HUMAN,89.77,27,27,4.8949E6,9,4,13,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-glu from Q,56501,V-type proton ATPase subunit B  brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3
651,699,P30043|BLVRB_HUMAN,89.75,46,46,1.8999E7,7,7,12,Oxidation (M); Deamidation (NQ); Carbamidomethylation,22119,Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3
897,1060,Q15828|CYTM_HUMAN,89.74,30,30,2.4671E7,4,4,6,Carbamidomethylation,16511,Cystatin-M OS=Homo sapiens OX=9606 GN=CST6 PE=1 SV=1
739,548,P58107|EPIPL_HUMAN,89.70,3,3,3.3322E6,8,4,9,Carbamidomethylation,555666,Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=3
715,552,P09960|LKHA4_HUMAN,89.52,18,18,1.0343E7,9,9,10,Carbamidomethylation,69285,Leukotriene A-4 hydrolase OS=Homo sapiens OX=9606 GN=LTA4H PE=1 SV=2
612,990,P01704|LV214_HUMAN,89.43,46,46,1.0024E7,9,2,14,Acetylation (N-term); Oxidation (M); Carbamidomethylation; Crotonaldehyde; Mutation,12597,Immunoglobulin lambda variable 2-14 OS=Homo sapiens OX=9606 GN=IGLV2-14 PE=1 SV=2
839,591,O00299|CLIC1_HUMAN,89.38,36,36,1.7824E7,6,5,7,Acetylation (N-term); Deamidation (NQ); Carbamidomethylation,26923,Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4
313,1564,P02100|HBE_HUMAN,89.36,16,16,7.5791E5,8,1,42,Dihydroxy; Carbamylation; Oxidation (HW); Carbamidomethylation (DHKE  X@N-term); Dehydration; 2 more,16203,Hemoglobin subunit epsilon OS=Homo sapiens OX=9606 GN=HBE1 PE=1 SV=2
622,631,P49368|TCPG_HUMAN,89.04,21,21,1.7422E7,9,9,13,Acetylation (N-term); Carbamidomethylation,60534,T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4
466,787,Q9NSB4|KRT82_HUMAN,88.77,13,13,9.9532E6,12,2,22,Deamidation (NQ),56653,Keratin  type II cuticular Hb2 OS=Homo sapiens OX=9606 GN=KRT82 PE=3 SV=3
800,702,Q8IUK5|PLDX1_HUMAN,88.74,15,15,4.1993E6,5,4,8,Oxidation (M); Carbamidomethylation,55760,Plexin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PLXDC1 PE=1 SV=2
821,706,Q99523|SORT_HUMAN,88.62,15,15,8.0285E6,6,6,7,Deamidation (NQ); Carbamidomethylation,92068,Sortilin OS=Homo sapiens OX=9606 GN=SORT1 PE=1 SV=3
695,682,Q9UMR5|PPT2_HUMAN,88.52,29,29,2.5902E7,5,5,11,Oxidation (M); Deamidation (NQ); Dehydration,34225,Lysosomal thioesterase PPT2 OS=Homo sapiens OX=9606 GN=PPT2 PE=1 SV=4
588,679,P17931|LEG3_HUMAN,88.40,31,31,4.2578E7,9,9,15,Pyro-glu from Q,26152,Galectin-3 OS=Homo sapiens OX=9606 GN=LGALS3 PE=1 SV=5
817,628,Q9Y490|TLN1_HUMAN,88.38,4,4,1.5984E7,6,6,7,Carbamidomethylation,269765,Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3
788,686,Q9Y5I0|PCDAD_HUMAN,88.35,8,8,,6,0,8,Carbamidomethylation; Pyro-glu from Q,102483,Protocadherin alpha-13 OS=Homo sapiens OX=9606 GN=PCDHA13 PE=2 SV=1
831,589,Q15365|PCBP1_HUMAN,88.25,23,23,6.65E6,6,4,7,Oxidation (M); Carbamidomethylation,37498,Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2
731,1387,A0A0C4DH31|HV118_HUMAN,88.07,28,28,2.0854E7,7,4,10,Carbamidomethylation; Pyro-glu from Q; Mutation,12820,Immunoglobulin heavy variable 1-18 OS=Homo sapiens OX=9606 GN=IGHV1-18 PE=3 SV=1
664,713,Q9Y646|CBPQ_HUMAN,88.05,17,17,1.014E7,10,10,12,Deamidation (NQ); Carbamidomethylation,51888,Carboxypeptidase Q OS=Homo sapiens OX=9606 GN=CPQ PE=1 SV=1
882,681,P15907|SIAT1_HUMAN,87.55,17,17,3.9615E6,5,5,6,Oxidation (M); Carbamidomethylation,46605,Beta-galactoside alpha-2 6-sialyltransferase 1 OS=Homo sapiens OX=9606 GN=ST6GAL1 PE=1 SV=1
648,612,P61981|1433G_HUMAN,87.50,26,26,3.5593E6,7,2,12,Oxidation (M),28303,14-3-3 protein gamma OS=Homo sapiens OX=9606 GN=YWHAG PE=1 SV=2
500,753,P05091|ALDH2_HUMAN,87.46,30,30,1.0043E7,15,9,19,Carbamidomethylation,56381,Aldehyde dehydrogenase  mitochondrial OS=Homo sapiens OX=9606 GN=ALDH2 PE=1 SV=2
719,622,P63000|RAC1_HUMAN,87.43,34,34,2.1088E7,6,5,10,Carbamidomethylation,21450,Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens OX=9606 GN=RAC1 PE=1 SV=1
643,707,Q14019|COTL1_HUMAN,87.29,60,60,2.1513E7,10,10,13,Carbamidomethylation; Biotinylation,15945,Coactosin-like protein OS=Homo sapiens OX=9606 GN=COTL1 PE=1 SV=3
683,1456,P02747|C1QC_HUMAN,87.24,15,15,1.7677E8,8,8,11,Deamidation (NQ); Carbamidomethylation; Mutation,25774,Complement C1q subcomponent subunit C OS=Homo sapiens OX=9606 GN=C1QC PE=1 SV=3
792,595,P00367|DHE3_HUMAN,87.19,14,14,8.3497E6,6,6,8,,61398,Glutamate dehydrogenase 1  mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2
770,1266,O60888|CUTA_HUMAN,87.18,23,23,2.5772E7,4,4,9,,19116,Protein CutA OS=Homo sapiens OX=9606 GN=CUTA PE=1 SV=2
598,541,Q14117|DPYS_HUMAN,87.06,24,24,3.4191E7,8,7,14,Oxidation (M); Deamidation (NQ); Carbamidomethylation,56630,Dihydropyrimidinase OS=Homo sapiens OX=9606 GN=DPYS PE=1 SV=1
628,581,P02750|A2GL_HUMAN,86.88,38,38,2.5632E7,9,9,13,Deamidation (NQ); Carbamidomethylation,38178,Leucine-rich alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=LRG1 PE=1 SV=2
602,728,P07910|HNRPC_HUMAN,86.77,23,23,1.3171E7,8,8,14,Oxidation (M); Phosphorylation (HCDR),33670,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4
599,669,P05026|AT1B1_HUMAN,86.52,31,31,2.5528E7,6,6,14,Oxidation (M); Deamidation (NQ); Carbamidomethylation,35061,Sodium/potassium-transporting ATPase subunit beta-1 OS=Homo sapiens OX=9606 GN=ATP1B1 PE=1 SV=1
782,796,Q9UN72|PCDA7_HUMAN,86.19,6,6,,6,0,8,Carbamidomethylation; Pyro-glu from Q,100865,Protocadherin alpha-7 OS=Homo sapiens OX=9606 GN=PCDHA7 PE=2 SV=1
833,739,P09871|C1S_HUMAN,86.08,10,10,1.0223E7,6,5,7,Carbamidomethylation (DHKE  X@N-term); MDA adduct +62,76685,Complement C1s subcomponent OS=Homo sapiens OX=9606 GN=C1S PE=1 SV=1
762,723,Q06323|PSME1_HUMAN,86.00,33,33,1.4302E7,7,7,9,Pyro-glu from Q,28723,Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1
703,585,P08865|RSSA_HUMAN,85.99,29,29,8.2934E6,6,6,11,Deamidation (NQ); Carbamidomethylation,32854,40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4
759,593,Q9NQR4|NIT2_HUMAN,85.96,44,44,9.6049E6,8,8,9,Carbamidomethylation; Ammonia-loss (N),30608,Omega-amidase NIT2 OS=Homo sapiens OX=9606 GN=NIT2 PE=1 SV=1
701,951,Q15286|RAB35_HUMAN,85.90,18,18,8.933E5,7,1,11,Carbamidomethylation; Pyro-glu from Q,23025,Ras-related protein Rab-35 OS=Homo sapiens OX=9606 GN=RAB35 PE=1 SV=1
716,584,Q9BUT1|BDH2_HUMAN,85.65,27,27,2.9881E7,6,6,10,Oxidation (M),26724,3-hydroxybutyrate dehydrogenase type 2 OS=Homo sapiens OX=9606 GN=BDH2 PE=1 SV=2
829,878,Q9Y653|AGRG1_HUMAN,85.55,8,8,4.121E7,5,5,7,,77738,Adhesion G-protein coupled receptor G1 OS=Homo sapiens OX=9606 GN=ADGRG1 PE=1 SV=2
702,955,P02652|APOA2_HUMAN,85.22,47,47,3.1889E7,6,6,11,Deamidation (NQ); Carbamidomethylation,11175,Apolipoprotein A-II OS=Homo sapiens OX=9606 GN=APOA2 PE=1 SV=1
784,777,P63244|RACK1_HUMAN,85.21,24,24,1.1083E7,7,7,8,Deamidation (NQ); Carbamidomethylation; Mutation,35077,Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3
632,1016,P01742|HV169_HUMAN,84.97,32,32,3.1126E6,7,2,13,Phosphorylation (STY); Carbamidomethylation; Pyro-glu from Q; Mutation,12659,Immunoglobulin heavy variable 1-69 OS=Homo sapiens OX=9606 GN=IGHV1-69 PE=1 SV=2
632,1021,A0A0B4J2H0|HV69D_HUMAN,84.97,32,32,3.1126E6,7,2,13,Phosphorylation (STY); Carbamidomethylation; Pyro-glu from Q; Mutation,12660,Immunoglobulin heavy variable 1-69D OS=Homo sapiens OX=9606 GN=IGHV1-69D PE=1 SV=1
810,786,P09668|CATH_HUMAN,84.94,30,30,1.4009E7,6,6,8,Oxidation (M); Carbamidomethylation,37394,Pro-cathepsin H OS=Homo sapiens OX=9606 GN=CTSH PE=1 SV=4
658,666,Q5T2W1|NHRF3_HUMAN,84.77,26,26,1.4352E7,11,11,12,Deamidation (NQ); Carbamidomethylation,57129,Na(+)/H(+) exchange regulatory cofactor NHE-RF3 OS=Homo sapiens OX=9606 GN=PDZK1 PE=1 SV=2
692,760,P09651|ROA1_HUMAN,84.75,26,26,9.7078E6,8,6,11,Oxidation (M); Pyro-glu from E; Dimethylation(KR); Hypusine,38747,Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5
735,629,P02743|SAMP_HUMAN,84.72,34,34,1.0668E7,7,7,10,Deamidation (NQ); Carbamidomethylation,25387,Serum amyloid P-component OS=Homo sapiens OX=9606 GN=APCS PE=1 SV=2
610,727,P61026|RAB10_HUMAN,84.36,32,32,0,9,2,14,Pyro-glu from Q,22541,Ras-related protein Rab-10 OS=Homo sapiens OX=9606 GN=RAB10 PE=1 SV=1
