Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Chymotrypsin CID,Coverage (%) Chymotrypsin EtHCD,Coverage (%) Tryspsin CID,Coverage (%) Trypsin EtHCD,Area Chymotrypsin CID,Area Chymotrypsin EtHCD,Area Tryspsin CID,Area Trypsin EtHCD,#Peptides,#Unique,#Spec Chymotrypsin CID,#Spec Chymotrypsin EtHCD,#Spec Tryspsin CID,#Spec Trypsin EtHCD,PTM,Avg. Mass,Description
844,847,P78371|TCPB_HUMAN,152.96,19,3,0,16,7,2.6299E5,,1.8656E6,1.2803E6,8,8,1,0,8,2,Acetylation (N-term); Carbamidomethylation,57488,T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4
911,963,P13804|ETFA_HUMAN,152.77,34,5,5,27,9,5.9959E5,1.1358E6,1.9521E6,1.1786E6,7,7,1,1,5,2,Carbamidomethylation; Pyro-glu from Q,35080,Electron transfer flavoprotein subunit alpha  mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1
756,680,Q15904|VAS1_HUMAN,152.74,20,12,7,13,9,6.3627E6,4.6491E6,3.9005E6,2.5523E6,10,10,5,2,5,3,Deamidation (NQ),52026,V-type proton ATPase subunit S1 OS=Homo sapiens OX=9606 GN=ATP6AP1 PE=1 SV=2
847,801,Q9UN66|PCDB8_HUMAN,152.56,11,9,3,7,4,,,,,7,0,6,1,3,1,Deamidation (NQ); Carbamidomethylation,87591,Protocadherin beta-8 OS=Homo sapiens OX=9606 GN=PCDHB8 PE=2 SV=4
896,938,P01033|TIMP1_HUMAN,152.36,45,4,0,45,7,6.0529E5,,4.7328E6,3.1728E6,8,7,1,0,8,1,Deamidation (NQ); Carbamidomethylation,23171,Metalloproteinase inhibitor 1 OS=Homo sapiens OX=9606 GN=TIMP1 PE=1 SV=1
809,899,Q9HBJ8|CLTRN_HUMAN,151.79,35,14,14,25,7,5.3444E6,1.3725E6,7.2383E6,2.0555E6,11,11,3,2,7,1,Oxidation (M); Deamidation (NQ); Carbamidomethylation,25235,Collectrin OS=Homo sapiens OX=9606 GN=CLTRN PE=1 SV=1
934,835,P07910|HNRPC_HUMAN,151.39,22,0,0,22,4,,,3.9908E6,1.1768E6,6,6,0,0,8,1,Oxidation (M),33670,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4
848,837,Q9Y5E7|PCDB2_HUMAN,151.34,10,7,3,8,4,,,4.5643E6,,7,1,4,1,5,1,Acetylation (N-term); Deamidation (NQ); Carbamidomethylation,87254,Protocadherin beta-2 OS=Homo sapiens OX=9606 GN=PCDHB2 PE=1 SV=1
876,1266,P01824|HV439_HUMAN,151.29,42,14,23,18,8,8.5691E6,1.1262E7,,,8,1,2,2,5,1,Carbamidomethylation; Pyro-glu from Q; Methylation(others),13917,Immunoglobulin heavy variable 4-39 OS=Homo sapiens OX=9606 GN=IGHV4-39 PE=1 SV=2
858,898,P08865|RSSA_HUMAN,151.28,32,0,0,32,8,,,4.189E6,2.0502E6,6,6,0,0,9,2,Acetylation (N-term); Oxidation (M); Carbamidomethylation,32854,40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4
872,841,Q9NRJ7|PCDBG_HUMAN,151.23,11,9,3,7,4,0,,,,7,1,5,1,3,1,Deamidation (NQ); Carbamidomethylation,84983,Protocadherin beta-16 OS=Homo sapiens OX=9606 GN=PCDHB16 PE=1 SV=3
741,818,P18085|ARF4_HUMAN,151.23,51,21,21,29,7,5.2076E5,3.7621E6,,,11,2,7,5,3,1,Oxidation (M),20511,ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=3
875,821,Q9Y5F0|PCDBD_HUMAN,151.22,12,11,3,3,0,1.1389E6,,,,7,1,7,1,2,0,Deamidation (NQ); Carbamidomethylation,87552,Protocadherin beta-13 OS=Homo sapiens OX=9606 GN=PCDHB13 PE=2 SV=1
666,789,P19652|A1AG2_HUMAN,151.16,50,35,22,24,20,,,0,8.0486E4,13,3,7,5,7,2,Deamidation (NQ); Carbamidomethylation,23603,Alpha-1-acid glycoprotein 2 OS=Homo sapiens OX=9606 GN=ORM2 PE=1 SV=2
857,967,P48740|MASP1_HUMAN,150.97,11,2,0,10,4,,,1.0847E7,9.8819E6,7,5,1,0,7,3,Deamidation (NQ); Carbamidomethylation,79247,Mannan-binding lectin serine protease 1 OS=Homo sapiens OX=9606 GN=MASP1 PE=1 SV=3
715,1078,Q16777|H2A2C_HUMAN,150.86,53,29,0,22,36,,,,0,11,1,4,0,7,7,,13988,Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=HIST2H2AC PE=1 SV=4
715,1077,P0C0S8|H2A1_HUMAN,150.86,53,28,0,22,35,,,,0,11,1,4,0,7,7,,14091,Histone H2A type 1 OS=Homo sapiens OX=9606 GN=H2AC11 PE=1 SV=2
715,1075,Q99878|H2A1J_HUMAN,150.86,54,29,0,22,36,,,,0,11,1,4,0,7,7,,13936,Histone H2A type 1-J OS=Homo sapiens OX=9606 GN=H2AC14 PE=1 SV=3
715,1076,Q96KK5|H2A1H_HUMAN,150.86,54,29,0,22,36,,,,0,11,1,4,0,7,7,,13906,Histone H2A type 1-H OS=Homo sapiens OX=9606 GN=HIST1H2AH PE=1 SV=3
715,1074,Q6FI13|H2A2A_HUMAN,150.86,53,28,0,22,35,,,,0,11,1,4,0,7,7,,14095,Histone H2A type 2-A OS=Homo sapiens OX=9606 GN=HIST2H2AA3 PE=1 SV=3
715,1085,Q9BTM1|H2AJ_HUMAN,150.86,53,29,0,22,36,,,,0,11,1,4,0,7,7,,14019,Histone H2A.J OS=Homo sapiens OX=9606 GN=H2AFJ PE=1 SV=1
1105,956,P30050|RL12_HUMAN,150.74,43,0,0,43,0,,,1.2831E6,,5,5,0,0,5,0,Carbamidomethylation,17819,60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1
956,887,Q9Y4C0|NRX3A_HUMAN,150.46,5,2,1,2,0,2.7873E6,5.04E6,9.7771E5,,6,6,2,1,5,0,Carbamidomethylation,180598,Neurexin-3 OS=Homo sapiens OX=9606 GN=NRXN3 PE=1 SV=4
831,669,O95497|VNN1_HUMAN,150.39,29,10,5,11,6,3.3941E6,7.0829E5,3.0149E6,3.4238E5,11,11,4,1,5,2,Oxidation (M); Deamidation (NQ); Carbamidomethylation,57012,Pantetheinase OS=Homo sapiens OX=9606 GN=VNN1 PE=1 SV=2
840,992,P09958|FURIN_HUMAN,150.34,14,7,7,9,0,0,7.1866E6,1.2582E6,,7,7,2,6,3,0,Oxidation (M); Deamidation (NQ),86678,Furin OS=Homo sapiens OX=9606 GN=FURIN PE=1 SV=2
877,782,P00915|CAH1_HUMAN,150.33,40,16,0,27,0,8.8539E5,,1.6603E6,,9,9,4,0,6,0,Acetylation (N-term),28870,Carbonic anhydrase 1 OS=Homo sapiens OX=9606 GN=CA1 PE=1 SV=2
771,727,P55268|LAMB2_HUMAN,150.23,6,4,2,3,2,6.6999E6,6.4075E6,2.1434E6,1.1123E6,11,11,6,2,4,2,Carbamidomethylation,195980,Laminin subunit beta-2 OS=Homo sapiens OX=9606 GN=LAMB2 PE=1 SV=2
856,1159,Q9Y281|COF2_HUMAN,149.64,25,13,0,21,13,,,,,7,0,2,0,7,2,Oxidation (M),18737,Cofilin-2 OS=Homo sapiens OX=9606 GN=CFL2 PE=1 SV=1
588,1160,A0A075B6K0|LV316_HUMAN,149.53,57,42,13,26,19,1.2135E7,,6.8846E5,,14,2,7,5,8,8,Carbamidomethylation; Methylation(KR); Formylation; Mutation,12466,Immunoglobulin lambda variable 3-16 OS=Homo sapiens OX=9606 GN=IGLV3-16 PE=3 SV=2
892,924,P47929|LEG7_HUMAN,149.18,56,6,0,42,35,1.9658E6,,7.5327E6,6.8034E6,7,7,1,0,5,4,Carbamidomethylation,15075,Galectin-7 OS=Homo sapiens OX=9606 GN=LGALS7 PE=1 SV=2
993,1165,P22234|PUR6_HUMAN,149.15,12,0,0,12,3,,,1.1646E6,0,4,4,0,0,6,1,Carbamidomethylation,47079,Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3
991,936,Q15833|STXB2_HUMAN,148.85,16,2,2,9,3,7.1943E4,5.0972E5,1.8057E6,3.242E5,6,6,1,2,3,1,Carbamidomethylation,66453,Syntaxin-binding protein 2 OS=Homo sapiens OX=9606 GN=STXBP2 PE=1 SV=2
814,1285,P81605|DCD_HUMAN,148.70,56,9,0,56,56,2.8825E5,,7.6513E6,9.2521E6,6,6,1,0,7,5,Carbamidomethylation,11284,Dermcidin OS=Homo sapiens OX=9606 GN=DCD PE=1 SV=2
793,750,Q00839|HNRPU_HUMAN,148.41,15,0,0,15,3,,,5.4984E6,3.6756E6,9,9,0,0,12,1,Oxidation (M); Deamidation (NQ),90585,Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6
883,1234,P06703|S10A6_HUMAN,148.12,49,49,17,0,0,2.3951E7,1.693E7,,,6,5,6,4,0,0,,10180,Protein S100-A6 OS=Homo sapiens OX=9606 GN=S100A6 PE=1 SV=1
719,1185,Q93077|H2A1C_HUMAN,148.05,48,28,0,30,27,,,9.6482E4,,11,1,4,0,8,6,,14105,Histone H2A type 1-C OS=Homo sapiens OX=9606 GN=HIST1H2AC PE=1 SV=3
1118,1096,P00750|TPA_HUMAN,147.99,14,0,0,14,0,,,9.7609E5,,4,4,0,0,5,0,Carbamidomethylation,62917,Tissue-type plasminogen activator OS=Homo sapiens OX=9606 GN=PLAT PE=1 SV=1
1000,1049,Q01518|CAP1_HUMAN,147.84,15,0,0,15,2,,,1.0846E6,1.1624E5,5,5,0,0,6,1,Carbamidomethylation,51902,Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5
780,1087,P30084|ECHM_HUMAN,147.50,18,10,5,18,18,1.7751E6,6.9096E5,1.0458E6,1.666E6,5,5,2,1,8,3,Carbamidomethylation,31387,Enoyl-CoA hydratase  mitochondrial OS=Homo sapiens OX=9606 GN=ECHS1 PE=1 SV=4
775,1089,P35270|SPRE_HUMAN,147.42,22,14,0,19,19,8.4904E5,,2.3625E6,2.588E6,5,5,3,0,6,5,,28048,Sepiapterin reductase OS=Homo sapiens OX=9606 GN=SPR PE=1 SV=1
906,891,Q9Y5E9|PCDBE_HUMAN,147.39,11,8,3,7,4,,,,,6,0,4,1,3,1,Phosphorylation (STY); Deamidation (NQ); Carbamidomethylation,87548,Protocadherin beta-14 OS=Homo sapiens OX=9606 GN=PCDHB14 PE=1 SV=1
906,909,Q9Y5E8|PCDBF_HUMAN,147.39,11,9,3,7,4,,,,,6,0,4,1,3,1,Phosphorylation (STY); Deamidation (NQ); Carbamidomethylation,86329,Protocadherin beta-15 OS=Homo sapiens OX=9606 GN=PCDHB15 PE=2 SV=1
763,701,Q15907|RB11B_HUMAN,147.38,40,6,0,38,22,1.2753E6,,7.6735E6,5.545E6,10,8,1,0,10,4,Acetylation (N-term); Pyro-glu from Q,24488,Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4
567,1169,P17661|DESM_HUMAN,147.20,8,4,0,7,6,,,,0,14,1,3,0,15,10,,53536,Desmin OS=Homo sapiens OX=9606 GN=DES PE=1 SV=3
584,1018,A0A075B6I0|LV861_HUMAN,146.69,47,34,16,20,13,1.762E7,5.1798E6,2.0725E7,2.9143E7,10,10,10,1,12,4,Deamidation (NQ); Pyro-glu from Q; Mutation,12814,Immunoglobulin lambda variable 8-61 OS=Homo sapiens OX=9606 GN=IGLV8-61 PE=3 SV=7
985,927,P00492|HPRT_HUMAN,146.53,33,18,18,30,0,1.1811E6,1.679E6,1.4815E6,,6,6,2,2,4,0,Acetylation (N-term); Carbamidomethylation,24579,Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=HPRT1 PE=1 SV=2
1042,1082,Q9HCY8|S10AE_HUMAN,146.46,53,10,12,44,14,3.9941E5,1.2414E5,2.5597E6,1.9115E6,5,5,1,2,3,1,,11662,Protein S100-A14 OS=Homo sapiens OX=9606 GN=S100A14 PE=1 SV=1
786,693,P12821|ACE_HUMAN,145.99,14,6,0,7,2,9.5373E6,,1.2104E6,7.1912E5,13,13,5,0,8,1,Oxidation (M); Deamidation (NQ),149714,Angiotensin-converting enzyme OS=Homo sapiens OX=9606 GN=ACE PE=1 SV=1
755,866,Q9H4B7|TBB1_HUMAN,145.38,15,5,0,12,2,,,4.9148E5,,10,1,2,0,10,3,Oxidation (M),50327,Tubulin beta-1 chain OS=Homo sapiens OX=9606 GN=TUBB1 PE=1 SV=1
907,1307,Q9Y6N8|CAD10_HUMAN,145.17,8,4,0,3,3,2.1403E6,,,,7,2,3,0,4,2,Deamidation (NQ),88451,Cadherin-10 OS=Homo sapiens OX=9606 GN=CDH10 PE=1 SV=2
703,921,P62820|RAB1A_HUMAN,145.01,30,11,5,28,18,8.88E5,,2.3831E6,2.371E6,11,4,4,1,10,3,Oxidation (M); Carbamidomethylation; Pyro-glu from Q,22678,Ras-related protein Rab-1A OS=Homo sapiens OX=9606 GN=RAB1A PE=1 SV=3
884,752,Q96JP9|CDHR1_HUMAN,144.49,15,8,0,8,0,2.4408E6,,6.0208E5,,9,9,6,0,4,0,Deamidation (NQ),93595,Cadherin-related family member 1 OS=Homo sapiens OX=9606 GN=CDHR1 PE=1 SV=2
961,1022,P28332|ADH6_HUMAN,143.81,25,7,7,17,15,2.3927E6,2.7047E6,2.8986E6,2.0459E6,5,5,1,1,3,3,,39073,Alcohol dehydrogenase 6 OS=Homo sapiens OX=9606 GN=ADH6 PE=1 SV=3
799,754,P19338|NUCL_HUMAN,143.80,17,0,0,17,0,,,1.2254E7,,10,9,0,0,13,0,Amidation,76615,Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3
926,855,P49411|EFTU_HUMAN,143.60,18,0,0,15,10,,,3.0724E6,4.1555E6,7,7,0,0,6,3,,49542,Elongation factor Tu  mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2
925,769,P06280|AGAL_HUMAN,143.51,22,10,0,14,5,7.7326E5,,1.6412E6,7.649E5,8,8,3,0,4,2,Carbamidomethylation,48767,Alpha-galactosidase A OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1
745,758,O75131|CPNE3_HUMAN,143.41,26,11,0,17,7,4.6259E6,,1.9497E6,1.1225E6,13,13,6,0,7,3,Carbamidomethylation; Pyro-glu from Q,60131,Copine-3 OS=Homo sapiens OX=9606 GN=CPNE3 PE=1 SV=1
855,926,Q99497|PARK7_HUMAN,143.27,51,0,0,51,14,,,2.5148E6,0,6,6,0,0,10,1,Carbamidomethylation,19891,Protein/nucleic acid deglycase DJ-1 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2
992,919,Q9NQX3|GEPH_HUMAN,143.19,10,2,4,4,0,4.7142E5,2.9845E6,1.3672E6,,5,5,1,2,4,0,,79748,Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1
801,844,P45877|PPIC_HUMAN,142.71,47,13,20,14,16,1.9032E6,5.4235E6,2.1893E6,2.0404E6,12,10,4,5,3,1,Carbamidomethylation,22763,Peptidyl-prolyl cis-trans isomerase C OS=Homo sapiens OX=9606 GN=PPIC PE=1 SV=1
723,916,P34096|RNAS4_HUMAN,142.67,54,0,0,45,29,,,8.3981E6,1.7532E6,12,12,0,0,12,5,Oxidation (M); Carbamidomethylation; Pyro-glu from Q,16840,Ribonuclease 4 OS=Homo sapiens OX=9606 GN=RNASE4 PE=1 SV=3
859,850,P22735|TGM1_HUMAN,142.62,16,1,0,12,6,5.9746E5,,4.7475E6,3.1458E6,8,8,1,0,7,3,Carbamidomethylation; Pyro-glu from Q,89787,Protein-glutamine gamma-glutamyltransferase K OS=Homo sapiens OX=9606 GN=TGM1 PE=1 SV=4
795,1190,A0A0A0MT36|KVD21_HUMAN,142.44,40,18,10,38,28,2.5085E7,,1.4551E6,,10,3,4,1,5,3,Acetylation (K); Formylation; Ethylation,12340,Immunoglobulin kappa variable 6D-21 OS=Homo sapiens OX=9606 GN=IGKV6D-21 PE=3 SV=1
825,682,Q92747|ARC1A_HUMAN,142.22,28,14,4,12,12,2.6465E6,5.7846E5,2.5878E6,9.7226E5,9,9,3,1,4,4,Acetylation (N-term); Carbamidomethylation,41569,Actin-related protein 2/3 complex subunit 1A OS=Homo sapiens OX=9606 GN=ARPC1A PE=2 SV=2
865,885,P00748|FA12_HUMAN,142.05,16,3,3,13,3,4.992E6,6.7626E6,6.2282E6,0,6,6,1,1,8,1,Deamidation (NQ); Carbamidomethylation,67792,Coagulation factor XII OS=Homo sapiens OX=9606 GN=F12 PE=1 SV=3
667,710,P05546|HEP2_HUMAN,141.86,35,5,5,21,7,8.7691E5,1.2222E6,7.6173E6,6.4034E6,15,14,2,3,12,4,Oxidation (M); Deamidation (NQ); Carbamidomethylation,57071,Heparin cofactor 2 OS=Homo sapiens OX=9606 GN=SERPIND1 PE=1 SV=3
917,875,Q96QA5|GSDMA_HUMAN,141.59,15,5,5,7,3,2.1475E6,4.0556E6,9.7167E5,2.674E5,6,6,1,2,5,1,Acetylation (N-term); Oxidation (M); Carbamidomethylation,49365,Gasdermin-A OS=Homo sapiens OX=9606 GN=GSDMA PE=1 SV=4
823,817,Q9H159|CAD19_HUMAN,141.58,16,12,2,7,0,7.6396E6,6.428E6,1.7004E6,,11,10,7,1,4,0,Deamidation (NQ),87003,Cadherin-19 OS=Homo sapiens OX=9606 GN=CDH19 PE=2 SV=1
851,863,P13796|PLSL_HUMAN,141.47,15,0,0,13,3,,,3.251E6,7.4496E5,9,5,0,0,9,2,Oxidation (M); Carbamidomethylation; Pyro-glu from Q,70289,Plastin-2 OS=Homo sapiens OX=9606 GN=LCP1 PE=1 SV=6
988,988,O14818|PSA7_HUMAN,141.03,28,0,0,28,6,,,3.3658E6,1.4887E6,5,5,0,0,7,1,,27887,Proteasome subunit alpha type-7 OS=Homo sapiens OX=9606 GN=PSMA7 PE=1 SV=1
798,842,Q16851|UGPA_HUMAN,140.91,21,4,0,16,9,4.7598E5,,5.9838E6,5.7558E6,10,10,2,0,7,4,Acetylation (N-term),56940,UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5
882,746,P05141|ADT2_HUMAN,140.72,31,4,4,23,0,1.5722E6,1.7123E5,8.3157E6,,9,9,1,2,7,0,Acetylation (N-term); Carbamidomethylation,32852,ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7
931,903,Q53RD9|FBLN7_HUMAN,140.60,14,5,2,9,2,3.6375E6,1.4605E5,7.4321E6,0,6,6,1,1,6,1,Carbamidomethylation,47376,Fibulin-7 OS=Homo sapiens OX=9606 GN=FBLN7 PE=2 SV=1
609,839,Q92764|KRT35_HUMAN,140.49,17,0,0,12,15,,,,5.311E6,9,1,0,0,13,12,Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term); Carbamylation; Pyro-glu from Q; Acetylation (TSCYH); Cysteine oxidation to cysteic acid,50361,Keratin  type I cuticular Ha5 OS=Homo sapiens OX=9606 GN=KRT35 PE=2 SV=5
758,778,Q99574|NEUS_HUMAN,140.22,26,8,0,18,13,3.3599E6,,3.1457E6,1.8952E6,9,9,3,0,8,4,Deamidation (NQ); Pyro-glu from Q,46427,Neuroserpin OS=Homo sapiens OX=9606 GN=SERPINI1 PE=1 SV=1
1102,962,P0DOX3|IGD_HUMAN,140.03,14,6,5,4,0,0,1.6878E5,3.3222E5,,5,3,2,2,1,0,,56224,Immunoglobulin delta heavy chain OS=Homo sapiens OX=9606 PE=1 SV=1
807,848,O75874|IDHC_HUMAN,139.82,18,5,8,12,0,3.169E6,6.614E6,1.246E6,,8,7,2,3,8,0,,46659,Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2
909,826,P30153|2AAA_HUMAN,139.78,18,2,7,9,3,0,1.8895E6,1.9047E6,5.7933E5,7,7,1,2,5,1,Oxidation (M); Carbamidomethylation; Pyro-glu from Q,65309,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4
812,1004,O15145|ARPC3_HUMAN,139.71,39,17,26,15,0,4.1676E6,5.4712E6,1.0712E6,,8,8,5,5,3,0,Carbamidomethylation; Sodium adduct,20547,Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3
829,1099,P61026|RAB10_HUMAN,139.43,17,6,5,16,10,,,3.3888E5,,8,1,3,1,6,2,Pyro-glu from Q,22541,Ras-related protein Rab-10 OS=Homo sapiens OX=9606 GN=RAB10 PE=1 SV=1
893,1045,Q03591|FHR1_HUMAN,139.39,26,0,0,26,18,,,5.3767E6,4.6946E6,7,6,0,0,7,3,Deamidation (NQ); Carbamidomethylation,37651,Complement factor H-related protein 1 OS=Homo sapiens OX=9606 GN=CFHR1 PE=1 SV=2
817,982,P08519|APOA_HUMAN,139.35,2,1,0,0,0,,,,4.7405E6,8,1,6,1,4,1,Oxidation (M); Deamidation (NQ); Carbamidomethylation; Pyro-carbamidomethyl,501323,Apolipoprotein(a) OS=Homo sapiens OX=9606 GN=LPA PE=1 SV=1
979,1059,O95971|BY55_HUMAN,139.26,29,19,5,13,6,6.4132E6,1.0132E6,1.3502E6,2.2821E5,7,7,4,1,2,1,Deamidation (NQ); Carbamidomethylation,19810,CD160 antigen OS=Homo sapiens OX=9606 GN=CD160 PE=1 SV=1
957,947,Q9Y5E5|PCDB4_HUMAN,138.86,11,10,3,3,0,,,,,6,0,5,1,2,0,Phosphorylation (STY); Deamidation (NQ); Carbamidomethylation,87270,Protocadherin beta-4 OS=Homo sapiens OX=9606 GN=PCDHB4 PE=2 SV=1
957,950,Q9Y5E3|PCDB6_HUMAN,138.86,11,10,3,3,0,,,,,6,0,5,1,2,0,Phosphorylation (STY); Deamidation (NQ); Carbamidomethylation,87350,Protocadherin beta-6 OS=Homo sapiens OX=9606 GN=PCDHB6 PE=2 SV=1
837,1062,P61018|RAB4B_HUMAN,138.53,23,11,5,17,4,0,,4.4768E5,,9,3,4,1,6,1,Pyro-glu from Q,23587,Ras-related protein Rab-4B OS=Homo sapiens OX=9606 GN=RAB4B PE=1 SV=1
862,822,Q9Y512|SAM50_HUMAN,138.29,15,3,0,10,6,1.0285E6,,2.9121E6,3.0126E5,8,8,2,0,7,2,Oxidation (M),51976,Sorting and assembly machinery component 50 homolog OS=Homo sapiens OX=9606 GN=SAMM50 PE=1 SV=3
834,1308,A0A0C4DH24|KV621_HUMAN,137.97,29,12,10,25,28,,,,,8,0,3,1,4,4,Ethylation; Mutation,12430,Immunoglobulin kappa variable 6-21 OS=Homo sapiens OX=9606 GN=IGKV6-21 PE=3 SV=1
1107,997,Q9Y2E5|MA2B2_HUMAN,137.65,7,1,2,4,0,3.2183E5,4.4536E5,4.7429E5,,5,5,1,1,3,0,,113979,Epididymis-specific alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN2B2 PE=1 SV=4
796,912,Q99983|OMD_HUMAN,137.42,19,10,0,13,9,4.888E6,,4.0139E6,2.7492E6,9,9,5,0,4,4,Pyro-glu from Q,49492,Osteomodulin OS=Homo sapiens OX=9606 GN=OMD PE=1 SV=1
736,990,Q8NHP8|PLBL2_HUMAN,136.65,10,5,3,7,2,4.0567E6,9.5912E5,1.6623E6,3.6782E5,7,7,6,1,8,1,Oxidation (M); Deamidation (NQ); Carbamidomethylation,65472,Putative phospholipase B-like 2 OS=Homo sapiens OX=9606 GN=PLBD2 PE=1 SV=2
942,853,Q02818|NUCB1_HUMAN,136.61,20,3,0,18,2,4.1881E5,,2.2426E6,1.9612E5,9,9,1,0,7,1,,53879,Nucleobindin-1 OS=Homo sapiens OX=9606 GN=NUCB1 PE=1 SV=4
853,880,P06753|TPM3_HUMAN,136.36,23,11,5,9,5,9.1039E6,1.5341E6,2.4343E5,4.1338E5,8,8,5,1,4,1,,32950,Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=2
905,800,Q9HCE6|ARGAL_HUMAN,136.08,7,0,0,7,1,,,1.1315E6,0,7,7,0,0,8,1,Carbamidomethylation,140379,Rho guanine nucleotide exchange factor 10-like protein OS=Homo sapiens OX=9606 GN=ARHGEF10L PE=1 SV=4
748,932,P30046|DOPD_HUMAN,135.92,63,30,30,50,10,5.9777E6,6.8755E6,4.2839E6,1.2818E6,8,8,3,4,8,1,Carbamidomethylation,12712,D-dopachrome decarboxylase OS=Homo sapiens OX=9606 GN=DDT PE=1 SV=3
950,922,O75223|GGCT_HUMAN,135.77,45,9,9,41,5,1.3741E6,1.296E6,2.1846E6,3.5525E5,7,7,1,1,6,1,Carbamidomethylation,21008,Gamma-glutamylcyclotransferase OS=Homo sapiens OX=9606 GN=GGCT PE=1 SV=1
994,883,Q5JWF2|GNAS1_HUMAN,135.48,5,2,1,4,0,1.6472E6,0,8.0457E5,,6,4,1,1,5,0,,111024,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=2
994,889,P63092|GNAS2_HUMAN,135.48,14,4,3,11,0,1.6472E6,0,8.0457E5,,6,4,1,1,5,0,,45665,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=1
838,1168,Q15286|RAB35_HUMAN,135.25,15,5,5,14,10,,,2.0941E5,,8,1,3,1,6,2,Pyro-glu from Q,23025,Ras-related protein Rab-35 OS=Homo sapiens OX=9606 GN=RAB35 PE=1 SV=1
830,1120,Q92930|RAB8B_HUMAN,135.05,18,5,5,11,16,,,,0,8,1,3,1,5,3,Oxidation (M); Pyro-glu from Q,23584,Ras-related protein Rab-8B OS=Homo sapiens OX=9606 GN=RAB8B PE=1 SV=2
908,1039,Q9UI12|VATH_HUMAN,134.58,17,10,2,15,5,3.2593E6,3.599E5,2.9667E6,2.1447E6,7,7,3,1,4,1,Pyro-glu from Q,55883,V-type proton ATPase subunit H OS=Homo sapiens OX=9606 GN=ATP6V1H PE=1 SV=1
760,791,Q9UMR5|PPT2_HUMAN,133.27,43,16,5,33,11,6.4895E6,9.5075E5,6.5961E6,2.4787E6,13,13,5,1,7,3,Oxidation (M); Deamidation (NQ); Carbamidomethylation,34225,Lysosomal thioesterase PPT2 OS=Homo sapiens OX=9606 GN=PPT2 PE=1 SV=4
1001,892,P00367|DHE3_HUMAN,133.21,12,2,0,11,4,0,,2.1742E6,2.0548E6,7,7,1,0,5,1,,61398,Glutamate dehydrogenase 1  mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2
881,1199,P20338|RAB4A_HUMAN,132.96,12,5,5,11,4,,,2.0884E5,,7,1,3,1,5,1,Pyro-glu from Q,24390,Ras-related protein Rab-4A OS=Homo sapiens OX=9606 GN=RAB4A PE=1 SV=3
827,736,P16066|ANPRA_HUMAN,132.71,12,2,0,10,2,6.8171E5,,3.7037E6,0,8,8,2,0,9,1,Oxidation (M); Deamidation (NQ); Carbamidomethylation,118919,Atrial natriuretic peptide receptor 1 OS=Homo sapiens OX=9606 GN=NPR1 PE=1 SV=1
